,종목명,단축코드,확장코드,기초자산코드
2484,KCC        SP 2309-2,4D3T9VCS,KR44D3T9VCS8,A002380
2485,KCC        SP 2309-2,4D3T9W6S,KR44D3T9W6S2,A002380
2486,KCC        SP 2309-2,4D3T9WCS,KR44D3T9WCS6,A002380
2487,GS리테일   SP 2309-2,4D4T9TAS,KR44D4T9TAS5,A007070
2488,GS리테일   SP 2309-2,4D4T9TBS,KR44D4T9TBS3,A007070
2489,GS리테일   SP 2309-2,4D4T9TCS,KR44D4T9TCS1,A007070
2490,GS리테일   SP 2309-2,4D4T9V3S,KR44D4T9V3S8,A007070
2491,GS리테일   SP 2309-2,4D4T9V6S,KR44D4T9V6S1,A007070
2492,GS리테일   SP 2309-2,4D4T9VCS,KR44D4T9VCS7,A007070
2493,GS리테일   SP 2309-2,4D4T9W6S,KR44D4T9W6S0,A007070
2494,GS리테일   SP 2309-2,4D4T9WCS,KR44D4T9WCS5,A007070
2495,에스원     SP 2309-2,4D5T9TAS,KR44D5T9TAS4,A012750
2496,에스원     SP 2309-2,4D5T9TBS,KR44D5T9TBS2,A012750
2497,에스원     SP 2309-2,4D5T9TCS,KR44D5T9TCS0,A012750
2498,에스원     SP 2309-2,4D5T9V3S,KR44D5T9V3S5,A012750
2499,에스원     SP 2309-2,4D5T9V6S,KR44D5T9V6S8,A012750
2500,에스원     SP 2309-2,4D5T9VCS,KR44D5T9VCS6,A012750
2501,에스원     SP 2309-2,4D5T9W6S,KR44D5T9W6S7,A012750
2502,에스원     SP 2309-2,4D5T9WCS,KR44D5T9WCS4,A012750
2503,유한양행   SP 2309-2,4D6T9TAS,KR44D6T9TAS3,A000100
2504,유한양행   SP 2309-2,4D6T9TBS,KR44D6T9TBS1,A000100
2505,유한양행   SP 2309-2,4D6T9TCS,KR44D6T9TCS9,A000100
2506,유한양행   SP 2309-2,4D6T9V3S,KR44D6T9V3S3,A000100
2507,유한양행   SP 2309-2,4D6T9V6S,KR44D6T9V6S6,A000100
2508,유한양행   SP 2309-2,4D6T9VCS,KR44D6T9VCS5,A000100
2509,유한양행   SP 2309-2,4D6T9W6S,KR44D6T9W6S5,A000100
2510,유한양행   SP 2309-2,4D6T9WCS,KR44D6T9WCS3,A000100
2511,한전KPS    SP 2309-2,4D7T9TAS,KR44D7T9TAS2,A051600
2512,한전KPS    SP 2309-2,4D7T9TBS,KR44D7T9TBS0,A051600
2513,한전KPS    SP 2309-2,4D7T9TCS,KR44D7T9TCS8,A051600
2514,한전KPS    SP 2309-2,4D7T9V3S,KR44D7T9V3S1,A051600
2515,한전KPS    SP 2309-2,4D7T9V6S,KR44D7T9V6S4,A051600
2516,한전KPS    SP 2309-2,4D7T9VCS,KR44D7T9VCS4,A051600
2517,한전KPS    SP 2309-2,4D7T9W6S,KR44D7T9W6S3,A051600
2518,한전KPS    SP 2309-2,4D7T9WCS,KR44D7T9WCS2,A051600
2519,현대백화점 SP 2309-2,4D8T9TAS,KR44D8T9TAS1,A069960
2520,현대백화점 SP 2309-2,4D8T9TBS,KR44D8T9TBS9,A069960
2521,현대백화점 SP 2309-2,4D8T9TCS,KR44D8T9TCS7,A069960
2522,현대백화점 SP 2309-2,4D8T9V3S,KR44D8T9V3S9,A069960
2523,현대백화점 SP 2309-2,4D8T9V6S,KR44D8T9V6S2,A069960
2524,현대백화점 SP 2309-2,4D8T9VCS,KR44D8T9VCS3,A069960
2525,현대백화점 SP 2309-2,4D8T9W6S,KR44D8T9W6S1,A069960
2526,현대백화점 SP 2309-2,4D8T9WCS,KR44D8T9WCS1,A069960
2527,CJ CGV     SP 2309-2,4D9T9TCS,KR44D9T9TCS6,A079160
2528,농심       SP 2309-2,4DAT9TAS,KR44DAT9TAS3,A004370
2529,농심       SP 2309-2,4DAT9TBS,KR44DAT9TBS1,A004370
2530,농심       SP 2309-2,4DAT9TCS,KR44DAT9TCS9,A004370
2531,농심       SP 2309-2,4DAT9V3S,KR44DAT9V3S9,A004370
2532,농심       SP 2309-2,4DAT9V6S,KR44DAT9V6S2,A004370
2533,농심       SP 2309-2,4DAT9VCS,KR44DAT9VCS5,A004370
2534,농심       SP 2309-2,4DAT9W6S,KR44DAT9W6S1,A004370
2535,농심       SP 2309-2,4DAT9WCS,KR44DAT9WCS3,A004370
2536,LIG넥스원  SP 2309-2,4DBT9TAS,KR44DBT9TAS2,A079550
2537,LIG넥스원  SP 2309-2,4DBT9TBS,KR44DBT9TBS0,A079550
2538,LIG넥스원  SP 2309-2,4DBT9TCS,KR44DBT9TCS8,A079550
2539,LIG넥스원  SP 2309-2,4DBT9V3S,KR44DBT9V3S7,A079550
2540,LIG넥스원  SP 2309-2,4DBT9V6S,KR44DBT9V6S0,A079550
2541,LIG넥스원  SP 2309-2,4DBT9VCS,KR44DBT9VCS4,A079550
2542,LIG넥스원  SP 2309-2,4DBT9W6S,KR44DBT9W6S9,A079550
2543,LIG넥스원  SP 2309-2,4DBT9WCS,KR44DBT9WCS2,A079550
2544,HL만도     SP 2309-2,4DCT9TAS,KR44DCT9TAS1,A204320
2545,HL만도     SP 2309-2,4DCT9TBS,KR44DCT9TBS9,A204320
2546,HL만도     SP 2309-2,4DCT9TCS,KR44DCT9TCS7,A204320
2547,HL만도     SP 2309-2,4DCT9V3S,KR44DCT9V3S5,A204320
2548,HL만도     SP 2309-2,4DCT9V6S,KR44DCT9V6S8,A204320
2549,HL만도     SP 2309-2,4DCT9VCS,KR44DCT9VCS3,A204320
2550,HL만도     SP 2309-2,4DCT9W6S,KR44DCT9W6S7,A204320
2551,HL만도     SP 2309-2,4DCT9WCS,KR44DCT9WCS1,A204320
2552,신세계     SP 2309-2,4DDT9TAS,KR44DDT9TAS0,A004170
2553,신세계     SP 2309-2,4DDT9TBS,KR44DDT9TBS8,A004170
2554,신세계     SP 2309-2,4DDT9TCS,KR44DDT9TCS6,A004170
2555,신세계     SP 2309-2,4DDT9V3S,KR44DDT9V3S3,A004170
2556,신세계     SP 2309-2,4DDT9V6S,KR44DDT9V6S6,A004170
2557,신세계     SP 2309-2,4DDT9VCS,KR44DDT9VCS2,A004170
2558,신세계     SP 2309-2,4DDT9W6S,KR44DDT9W6S5,A004170
2559,신세계     SP 2309-2,4DDT9WCS,KR44DDT9WCS0,A004170
2560,한국콜마   SP 2309-2,4DET9TAS,KR44DET9TAS9,A161890
2561,한국콜마   SP 2309-2,4DET9TBS,KR44DET9TBS7,A161890
2562,한국콜마   SP 2309-2,4DET9TCS,KR44DET9TCS5,A161890
2563,한국콜마   SP 2309-2,4DET9V3S,KR44DET9V3S1,A161890
2564,한국콜마   SP 2309-2,4DET9V6S,KR44DET9V6S4,A161890
2565,한국콜마   SP 2309-2,4DET9VCS,KR44DET9VCS1,A161890
2566,한국콜마   SP 2309-2,4DET9W6S,KR44DET9W6S3,A161890
2567,한국콜마   SP 2309-2,4DET9WCS,KR44DET9WCS9,A161890
2568,영원무역   SP 2309-2,4DGT9TAS,KR44DGT9TAS7,A111770
2569,영원무역   SP 2309-2,4DGT9TBS,KR44DGT9TBS5,A111770
2570,영원무역   SP 2309-2,4DGT9TCS,KR44DGT9TCS3,A111770
2571,영원무역   SP 2309-2,4DGT9V3S,KR44DGT9V3S6,A111770
2572,영원무역   SP 2309-2,4DGT9V6S,KR44DGT9V6S9,A111770
2573,영원무역   SP 2309-2,4DGT9VCS,KR44DGT9VCS9,A111770
2574,영원무역   SP 2309-2,4DGT9W6S,KR44DGT9W6S8,A111770
2575,영원무역   SP 2309-2,4DGT9WCS,KR44DGT9WCS7,A111770
2576,대한유화   SP 2309-2,4DJT9TAS,KR44DJT9TAS4,A006650
2577,대한유화   SP 2309-2,4DJT9TBS,KR44DJT9TBS2,A006650
2578,대한유화   SP 2309-2,4DJT9TCS,KR44DJT9TCS0,A006650
2579,대한유화   SP 2309-2,4DJT9V3S,KR44DJT9V3S0,A006650
2580,대한유화   SP 2309-2,4DJT9V6S,KR44DJT9V6S3,A006650
2581,대한유화   SP 2309-2,4DJT9VCS,KR44DJT9VCS6,A006650
2582,대한유화   SP 2309-2,4DJT9W6S,KR44DJT9W6S2,A006650
2583,대한유화   SP 2309-2,4DJT9WCS,KR44DJT9WCS4,A006650
2584,코스맥스   SP 2309-2,4DKT9TAS,KR44DKT9TAS1,A192820
2585,코스맥스   SP 2309-2,4DKT9TBS,KR44DKT9TBS9,A192820
2586,코스맥스   SP 2309-2,4DKT9TCS,KR44DKT9TCS7,A192820
2587,코스맥스   SP 2309-2,4DKT9V3S,KR44DKT9V3S8,A192820
2588,코스맥스   SP 2309-2,4DKT9V6S,KR44DKT9V6S1,A192820
2589,코스맥스   SP 2309-2,4DKT9VCS,KR44DKT9VCS3,A192820
2590,코스맥스   SP 2309-2,4DKT9W6S,KR44DKT9W6S0,A192820
2591,코스맥스   SP 2309-2,4DKT9WCS,KR44DKT9WCS1,A192820
2592,하나투어   SP 2309-2,4DNT9TAS,KR44DNT9TAS8,A039130
2593,하나투어   SP 2309-2,4DNT9TBS,KR44DNT9TBS6,A039130
2594,하나투어   SP 2309-2,4DNT9TCS,KR44DNT9TCS4,A039130
2595,하나투어   SP 2309-2,4DNT9V3S,KR44DNT9V3S2,A039130
2596,하나투어   SP 2309-2,4DNT9V6S,KR44DNT9V6S5,A039130
2597,하나투어   SP 2309-2,4DNT9VCS,KR44DNT9VCS0,A039130
2598,하나투어   SP 2309-2,4DNT9W6S,KR44DNT9W6S4,A039130
2599,하나투어   SP 2309-2,4DNT9WCS,KR44DNT9WCS8,A039130
2600,메디톡스   SP 2309-2,4DPT9TAS,KR44DPT9TAS6,A086900
2601,메디톡스   SP 2309-2,4DPT9TBS,KR44DPT9TBS4,A086900
2602,메디톡스   SP 2309-2,4DPT9TCS,KR44DPT9TCS2,A086900
2603,메디톡스   SP 2309-2,4DPT9V3S,KR44DPT9V3S7,A086900
2604,메디톡스   SP 2309-2,4DPT9V6S,KR44DPT9V6S0,A086900
2605,메디톡스   SP 2309-2,4DPT9VCS,KR44DPT9VCS8,A086900
2606,메디톡스   SP 2309-2,4DPT9W6S,KR44DPT9W6S9,A086900
2607,메디톡스   SP 2309-2,4DPT9WCS,KR44DPT9WCS6,A086900
2608,컴투스     SP 2309-2,4DRT9TAS,KR44DRT9TAS4,A078340
2609,컴투스     SP 2309-2,4DRT9TBS,KR44DRT9TBS2,A078340
2610,컴투스     SP 2309-2,4DRT9TCS,KR44DRT9TCS0,A078340
2611,컴투스     SP 2309-2,4DRT9V3S,KR44DRT9V3S3,A078340
2612,컴투스     SP 2309-2,4DRT9V6S,KR44DRT9V6S6,A078340
2613,컴투스     SP 2309-2,4DRT9VCS,KR44DRT9VCS6,A078340
2614,컴투스     SP 2309-2,4DRT9W6S,KR44DRT9W6S5,A078340
2615,컴투스     SP 2309-2,4DRT9WCS,KR44DRT9WCS4,A078340
2616,CJ ENM     SP 2309-2,4DTT9TAS,KR44DTT9TAS2,A035760
2617,CJ ENM     SP 2309-2,4DTT9TBS,KR44DTT9TBS0,A035760
2618,CJ ENM     SP 2309-2,4DTT9TCS,KR44DTT9TCS8,A035760
2619,CJ ENM     SP 2309-2,4DTT9V3S,KR44DTT9V3S9,A035760
2620,CJ ENM     SP 2309-2,4DTT9V6S,KR44DTT9V6S2,A035760
2621,CJ ENM     SP 2309-2,4DTT9VCS,KR44DTT9VCS4,A035760
2622,CJ ENM     SP 2309-2,4DTT9W6S,KR44DTT9W6S1,A035760
2623,CJ ENM     SP 2309-2,4DTT9WCS,KR44DTT9WCS2,A035760
2624,에스에프에 SP 2309-2,4DVT9TAS,KR44DVT9TAS8,A056190
2625,에스에프에 SP 2309-2,4DVT9TBS,KR44DVT9TBS6,A056190
2626,에스에프에 SP 2309-2,4DVT9TCS,KR44DVT9TCS4,A056190
2627,에스에프에 SP 2309-2,4DVT9V3S,KR44DVT9V3S5,A056190
2628,에스에프에 SP 2309-2,4DVT9V6S,KR44DVT9V6S8,A056190
2629,에스에프에 SP 2309-2,4DVT9VCS,KR44DVT9VCS0,A056190
2630,에스에프에 SP 2309-2,4DVT9W6S,KR44DVT9W6S7,A056190
2631,에스에프에 SP 2309-2,4DVT9WCS,KR44DVT9WCS8,A056190
2632,두산밥캣   SP 2309-2,4DWT9TAS,KR44DWT9TAS7,A241560
2633,두산밥캣   SP 2309-2,4DWT9TBS,KR44DWT9TBS5,A241560
2634,두산밥캣   SP 2309-2,4DWT9TCS,KR44DWT9TCS3,A241560
2635,두산밥캣   SP 2309-2,4DWT9V3S,KR44DWT9V3S3,A241560
2636,두산밥캣   SP 2309-2,4DWT9V6S,KR44DWT9V6S6,A241560
2637,두산밥캣   SP 2309-2,4DWT9VCS,KR44DWT9VCS9,A241560
2638,두산밥캣   SP 2309-2,4DWT9W6S,KR44DWT9W6S5,A241560
2639,두산밥캣   SP 2309-2,4DWT9WCS,KR44DWT9WCS7,A241560
2640,현대엘리베 SP 2309-2,4DYT9TAS,KR44DYT9TAS5,A017800
2641,현대엘리베 SP 2309-2,4DYT9TBS,KR44DYT9TBS3,A017800
2642,현대엘리베 SP 2309-2,4DYT9TCS,KR44DYT9TCS1,A017800
2643,현대엘리베 SP 2309-2,4DYT9V3S,KR44DYT9V3S9,A017800
2644,현대엘리베 SP 2309-2,4DYT9V6S,KR44DYT9V6S2,A017800
2645,현대엘리베 SP 2309-2,4DYT9VCS,KR44DYT9VCS7,A017800
2646,현대엘리베 SP 2309-2,4DYT9W6S,KR44DYT9W6S1,A017800
2647,현대엘리베 SP 2309-2,4DYT9WCS,KR44DYT9WCS5,A017800
2648,한세실업   SP 2309-2,4DZT9TAS,KR44DZT9TAS4,A105630
2649,한세실업   SP 2309-2,4DZT9TBS,KR44DZT9TBS2,A105630
2650,한세실업   SP 2309-2,4DZT9TCS,KR44DZT9TCS0,A105630
2651,한세실업   SP 2309-2,4DZT9V3S,KR44DZT9V3S6,A105630
2652,한세실업   SP 2309-2,4DZT9V6S,KR44DZT9V6S9,A105630
2653,한세실업   SP 2309-2,4DZT9VCS,KR44DZT9VCS6,A105630
2654,한세실업   SP 2309-2,4DZT9W6S,KR44DZT9W6S8,A105630
2655,한세실업   SP 2309-2,4DZT9WCS,KR44DZT9WCS4,A105630
2656,원익IPS    SP 2309-2,4E0T9TAS,KR44E0T9TAS7,A240810
2657,원익IPS    SP 2309-2,4E0T9TBS,KR44E0T9TBS5,A240810
2658,원익IPS    SP 2309-2,4E0T9TCS,KR44E0T9TCS3,A240810
2659,원익IPS    SP 2309-2,4E0T9V3S,KR44E0T9V3S5,A240810
2660,원익IPS    SP 2309-2,4E0T9V6S,KR44E0T9V6S8,A240810
2661,원익IPS    SP 2309-2,4E0T9VCS,KR44E0T9VCS9,A240810
2662,원익IPS    SP 2309-2,4E0T9W6S,KR44E0T9W6S7,A240810
2663,원익IPS    SP 2309-2,4E0T9WCS,KR44E0T9WCS7,A240810
2664,안랩       SP 2309-2,4E2T9TAS,KR44E2T9TAS5,A053800
2665,안랩       SP 2309-2,4E2T9TBS,KR44E2T9TBS3,A053800
2666,안랩       SP 2309-2,4E2T9TCS,KR44E2T9TCS1,A053800
2667,안랩       SP 2309-2,4E2T9V3S,KR44E2T9V3S1,A053800
2668,안랩       SP 2309-2,4E2T9V6S,KR44E2T9V6S4,A053800
2669,안랩       SP 2309-2,4E2T9VCS,KR44E2T9VCS7,A053800
2670,안랩       SP 2309-2,4E2T9W6S,KR44E2T9W6S3,A053800
2671,안랩       SP 2309-2,4E2T9WCS,KR44E2T9WCS5,A053800
2672,파트론     SP 2309-2,4E3T9TAS,KR44E3T9TAS4,A091700
2673,파트론     SP 2309-2,4E3T9TBS,KR44E3T9TBS2,A091700
2674,파트론     SP 2309-2,4E3T9TCS,KR44E3T9TCS0,A091700
2675,파트론     SP 2309-2,4E3T9V3S,KR44E3T9V3S9,A091700
2676,파트론     SP 2309-2,4E3T9V6S,KR44E3T9V6S2,A091700
2677,파트론     SP 2309-2,4E3T9VCS,KR44E3T9VCS6,A091700
2678,파트론     SP 2309-2,4E3T9W6S,KR44E3T9W6S1,A091700
2679,파트론     SP 2309-2,4E3T9WCS,KR44E3T9WCS4,A091700
2680,에스엠     SP 2309-2,4E4T9TAS,KR44E4T9TAS3,A041510
2681,에스엠     SP 2309-2,4E4T9TBS,KR44E4T9TBS1,A041510
2682,에스엠     SP 2309-2,4E4T9TCS,KR44E4T9TCS9,A041510
2683,에스엠     SP 2309-2,4E4T9V3S,KR44E4T9V3S7,A041510
2684,에스엠     SP 2309-2,4E4T9V6S,KR44E4T9V6S0,A041510
2685,에스엠     SP 2309-2,4E4T9VCS,KR44E4T9VCS5,A041510
2686,에스엠     SP 2309-2,4E4T9W6S,KR44E4T9W6S9,A041510
2687,에스엠     SP 2309-2,4E4T9WCS,KR44E4T9WCS3,A041510
2688,넷마블     SP 2309-2,4E5T9TAS,KR44E5T9TAS2,A251270
2689,넷마블     SP 2309-2,4E5T9TBS,KR44E5T9TBS0,A251270
2690,넷마블     SP 2309-2,4E5T9TCS,KR44E5T9TCS8,A251270
2691,넷마블     SP 2309-2,4E5T9V3S,KR44E5T9V3S4,A251270
2692,넷마블     SP 2309-2,4E5T9V6S,KR44E5T9V6S7,A251270
2693,넷마블     SP 2309-2,4E5T9VCS,KR44E5T9VCS4,A251270
2694,넷마블     SP 2309-2,4E5T9W6S,KR44E5T9W6S6,A251270
2695,넷마블     SP 2309-2,4E5T9WCS,KR44E5T9WCS2,A251270
2696,셀트리온헬 SP 2309-2,4E6T9TAS,KR44E6T9TAS1,A091990
2697,셀트리온헬 SP 2309-2,4E6T9TBS,KR44E6T9TBS9,A091990
2698,셀트리온헬 SP 2309-2,4E6T9TCS,KR44E6T9TCS7,A091990
2699,셀트리온헬 SP 2309-2,4E6T9V3S,KR44E6T9V3S2,A091990
2700,셀트리온헬 SP 2309-2,4E6T9V6S,KR44E6T9V6S5,A091990
2701,셀트리온헬 SP 2309-2,4E6T9VCS,KR44E6T9VCS3,A091990
2702,셀트리온헬 SP 2309-2,4E6T9W6S,KR44E6T9W6S4,A091990
2703,셀트리온헬 SP 2309-2,4E6T9WCS,KR44E6T9WCS1,A091990
2704,포스코퓨처 SP 2309-2,4E8T9TAS,KR44E8T9TAS9,A003670
2705,포스코퓨처 SP 2309-2,4E8T9TBS,KR44E8T9TBS7,A003670
2706,포스코퓨처 SP 2309-2,4E8T9TCS,KR44E8T9TCS5,A003670
2707,포스코퓨처 SP 2309-2,4E8T9V3S,KR44E8T9V3S8,A003670
2708,포스코퓨처 SP 2309-2,4E8T9V6S,KR44E8T9V6S1,A003670
2709,포스코퓨처 SP 2309-2,4E8T9VCS,KR44E8T9VCS1,A003670
2710,포스코퓨처 SP 2309-2,4E8T9W6S,KR44E8T9W6S0,A003670
2711,포스코퓨처 SP 2309-2,4E8T9WCS,KR44E8T9WCS9,A003670
2712,PI첨단소재 SP 2309-2,4EAT9TAS,KR44EAT9TAS2,A178920
2713,PI첨단소재 SP 2309-2,4EAT9TBS,KR44EAT9TBS0,A178920
2714,PI첨단소재 SP 2309-2,4EAT9TCS,KR44EAT9TCS8,A178920
2715,PI첨단소재 SP 2309-2,4EAT9V3S,KR44EAT9V3S7,A178920
2716,PI첨단소재 SP 2309-2,4EAT9V6S,KR44EAT9V6S0,A178920
2717,PI첨단소재 SP 2309-2,4EAT9VCS,KR44EAT9VCS4,A178920
2718,PI첨단소재 SP 2309-2,4EAT9W6S,KR44EAT9W6S9,A178920
2719,PI첨단소재 SP 2309-2,4EAT9WCS,KR44EAT9WCS2,A178920
2720,우리금융지 SP 2309-2,4EBT9TAS,KR44EBT9TAS1,A316140
2721,우리금융지 SP 2309-2,4EBT9TBS,KR44EBT9TBS9,A316140
2722,우리금융지 SP 2309-2,4EBT9TCS,KR44EBT9TCS7,A316140
2723,우리금융지 SP 2309-2,4EBT9V3S,KR44EBT9V3S5,A316140
2724,우리금융지 SP 2309-2,4EBT9V6S,KR44EBT9V6S8,A316140
2725,우리금융지 SP 2309-2,4EBT9VCS,KR44EBT9VCS3,A316140
2726,우리금융지 SP 2309-2,4EBT9W6S,KR44EBT9W6S7,A316140
2727,우리금융지 SP 2309-2,4EBT9WCS,KR44EBT9WCS1,A316140
2728,HDC 현대산 SP 2309-2,4ECT9TAS,KR44ECT9TAS0,A294870
2729,HDC 현대산 SP 2309-2,4ECT9TBS,KR44ECT9TBS8,A294870
2730,HDC 현대산 SP 2309-2,4ECT9TCS,KR44ECT9TCS6,A294870
2731,HDC 현대산 SP 2309-2,4ECT9V3S,KR44ECT9V3S3,A294870
2732,HDC 현대산 SP 2309-2,4ECT9V6S,KR44ECT9V6S6,A294870
2733,HDC 현대산 SP 2309-2,4ECT9VCS,KR44ECT9VCS2,A294870
2734,HDC 현대산 SP 2309-2,4ECT9W6S,KR44ECT9W6S5,A294870
2735,HDC 현대산 SP 2309-2,4ECT9WCS,KR44ECT9WCS0,A294870
2736,롯데에너지 SP 2309-2,4EDT9TAS,KR44EDT9TAS9,A020150
2737,롯데에너지 SP 2309-2,4EDT9TBS,KR44EDT9TBS7,A020150
2738,롯데에너지 SP 2309-2,4EDT9TCS,KR44EDT9TCS5,A020150
2739,롯데에너지 SP 2309-2,4EDT9V3S,KR44EDT9V3S1,A020150
2740,롯데에너지 SP 2309-2,4EDT9V6S,KR44EDT9V6S4,A020150
2741,롯데에너지 SP 2309-2,4EDT9VCS,KR44EDT9VCS1,A020150
2742,롯데에너지 SP 2309-2,4EDT9W6S,KR44EDT9W6S3,A020150
2743,롯데에너지 SP 2309-2,4EDT9WCS,KR44EDT9WCS9,A020150
2744,한올바이오 SP 2309-2,4EET9TAS,KR44EET9TAS8,A009420
2745,한올바이오 SP 2309-2,4EET9TBS,KR44EET9TBS6,A009420
2746,한올바이오 SP 2309-2,4EET9TCS,KR44EET9TCS4,A009420
2747,한올바이오 SP 2309-2,4EET9V3S,KR44EET9V3S9,A009420
2748,한올바이오 SP 2309-2,4EET9V6S,KR44EET9V6S2,A009420
2749,한올바이오 SP 2309-2,4EET9VCS,KR44EET9VCS0,A009420
2750,한올바이오 SP 2309-2,4EET9W6S,KR44EET9W6S1,A009420
2751,한올바이오 SP 2309-2,4EET9WCS,KR44EET9WCS8,A009420
2752,JYP Ent.   SP 2309-2,4EFT9TAS,KR44EFT9TAS7,A035900
2753,JYP Ent.   SP 2309-2,4EFT9TBS,KR44EFT9TBS5,A035900
2754,JYP Ent.   SP 2309-2,4EFT9TCS,KR44EFT9TCS3,A035900
2755,JYP Ent.   SP 2309-2,4EFT9V3S,KR44EFT9V3S6,A035900
2756,JYP Ent.   SP 2309-2,4EFT9V6S,KR44EFT9V6S9,A035900
2757,JYP Ent.   SP 2309-2,4EFT9VCS,KR44EFT9VCS9,A035900
2758,JYP Ent.   SP 2309-2,4EFT9W6S,KR44EFT9W6S8,A035900
2759,JYP Ent.   SP 2309-2,4EFT9WCS,KR44EFT9WCS7,A035900
2760,쌍용C&E    SP 2309-2,4EGT9TAS,KR44EGT9TAS6,A003410
2761,쌍용C&E    SP 2309-2,4EGT9TBS,KR44EGT9TBS4,A003410
2762,쌍용C&E    SP 2309-2,4EGT9TCS,KR44EGT9TCS2,A003410
2763,쌍용C&E    SP 2309-2,4EGT9V3S,KR44EGT9V3S4,A003410
2764,쌍용C&E    SP 2309-2,4EGT9V6S,KR44EGT9V6S7,A003410
2765,쌍용C&E    SP 2309-2,4EGT9VCS,KR44EGT9VCS8,A003410
2766,쌍용C&E    SP 2309-2,4EGT9W6S,KR44EGT9W6S6,A003410
2767,쌍용C&E    SP 2309-2,4EGT9WCS,KR44EGT9WCS6,A003410
2768,팬오션     SP 2309-2,4EHT9TAS,KR44EHT9TAS5,A028670
2769,팬오션     SP 2309-2,4EHT9TBS,KR44EHT9TBS3,A028670
2770,팬오션     SP 2309-2,4EHT9TCS,KR44EHT9TCS1,A028670
2771,팬오션     SP 2309-2,4EHT9V3S,KR44EHT9V3S2,A028670
2772,팬오션     SP 2309-2,4EHT9V6S,KR44EHT9V6S5,A028670
2773,팬오션     SP 2309-2,4EHT9VCS,KR44EHT9VCS7,A028670
2774,팬오션     SP 2309-2,4EHT9W6S,KR44EHT9W6S4,A028670
2775,팬오션     SP 2309-2,4EHT9WCS,KR44EHT9WCS5,A028670
2776,SKC        SP 2309-2,4EJT9TAS,KR44EJT9TAS3,A011790
2777,SKC        SP 2309-2,4EJT9TBS,KR44EJT9TBS1,A011790
2778,SKC        SP 2309-2,4EJT9TCS,KR44EJT9TCS9,A011790
2779,SKC        SP 2309-2,4EJT9V3S,KR44EJT9V3S8,A011790
2780,SKC        SP 2309-2,4EJT9V6S,KR44EJT9V6S1,A011790
2781,SKC        SP 2309-2,4EJT9VCS,KR44EJT9VCS5,A011790
2782,SKC        SP 2309-2,4EJT9W6S,KR44EJT9W6S0,A011790
2783,SKC        SP 2309-2,4EJT9WCS,KR44EJT9WCS3,A011790
2784,DB하이텍   SP 2309-2,4EKT9TAS,KR44EKT9TAS0,A000990
2785,DB하이텍   SP 2309-2,4EKT9TBS,KR44EKT9TBS8,A000990
2786,DB하이텍   SP 2309-2,4EKT9TCS,KR44EKT9TCS6,A000990
2787,DB하이텍   SP 2309-2,4EKT9V3S,KR44EKT9V3S6,A000990
2788,DB하이텍   SP 2309-2,4EKT9V6S,KR44EKT9V6S9,A000990
2789,DB하이텍   SP 2309-2,4EKT9VCS,KR44EKT9VCS2,A000990
2790,DB하이텍   SP 2309-2,4EKT9W6S,KR44EKT9W6S8,A000990
2791,DB하이텍   SP 2309-2,4EKT9WCS,KR44EKT9WCS0,A000990
2792,후성       SP 2309-2,4ELT9TAS,KR44ELT9TAS9,A093370
2793,후성       SP 2309-2,4ELT9TBS,KR44ELT9TBS7,A093370
2794,후성       SP 2309-2,4ELT9TCS,KR44ELT9TCS5,A093370
2795,후성       SP 2309-2,4ELT9V3S,KR44ELT9V3S4,A093370
2796,후성       SP 2309-2,4ELT9V6S,KR44ELT9V6S7,A093370
2797,후성       SP 2309-2,4ELT9VCS,KR44ELT9VCS1,A093370
2798,후성       SP 2309-2,4ELT9W6S,KR44ELT9W6S6,A093370
2799,후성       SP 2309-2,4ELT9WCS,KR44ELT9WCS9,A093370
2800,RFHIC      SP 2309-2,4EMT9TAS,KR44EMT9TAS8,A218410
2801,RFHIC      SP 2309-2,4EMT9TBS,KR44EMT9TBS6,A218410
2802,RFHIC      SP 2309-2,4EMT9TCS,KR44EMT9TCS4,A218410
2803,RFHIC      SP 2309-2,4EMT9V3S,KR44EMT9V3S2,A218410
2804,RFHIC      SP 2309-2,4EMT9V6S,KR44EMT9V6S5,A218410
2805,RFHIC      SP 2309-2,4EMT9VCS,KR44EMT9VCS0,A218410
2806,RFHIC      SP 2309-2,4EMT9W6S,KR44EMT9W6S4,A218410
2807,RFHIC      SP 2309-2,4EMT9WCS,KR44EMT9WCS8,A218410
2808,동진쎄미켐 SP 2309-2,4ENT9TAS,KR44ENT9TAS7,A005290
2809,동진쎄미켐 SP 2309-2,4ENT9TBS,KR44ENT9TBS5,A005290
2810,동진쎄미켐 SP 2309-2,4ENT9TCS,KR44ENT9TCS3,A005290
2811,동진쎄미켐 SP 2309-2,4ENT9V3S,KR44ENT9V3S0,A005290
2812,동진쎄미켐 SP 2309-2,4ENT9V6S,KR44ENT9V6S3,A005290
2813,동진쎄미켐 SP 2309-2,4ENT9VCS,KR44ENT9VCS9,A005290
2814,동진쎄미켐 SP 2309-2,4ENT9W6S,KR44ENT9W6S2,A005290
2815,동진쎄미켐 SP 2309-2,4ENT9WCS,KR44ENT9WCS7,A005290
2816,비에이치   SP 2309-2,4EQT9TAS,KR44EQT9TAS4,A090460
2817,비에이치   SP 2309-2,4EQT9TBS,KR44EQT9TBS2,A090460
