,종목명,단축코드,확장코드,기초자산코드
2225,NH투자증권 SP 2309-2,4BZT9TCS,KR44BZT9TCS2,A005940
2226,NH투자증권 SP 2309-2,4BZT9V3S,KR44BZT9V3S0,A005940
2227,NH투자증권 SP 2309-2,4BZT9V6S,KR44BZT9V6S3,A005940
2228,NH투자증권 SP 2309-2,4BZT9VCS,KR44BZT9VCS8,A005940
2229,NH투자증권 SP 2309-2,4BZT9W6S,KR44BZT9W6S2,A005940
2230,NH투자증권 SP 2309-2,4BZT9WCS,KR44BZT9WCS6,A005940
2231,SK         SP 2309-2,4C1T9TAS,KR44C1T9TAS0,A034730
2232,SK         SP 2309-2,4C1T9TBS,KR44C1T9TBS8,A034730
2233,SK         SP 2309-2,4C1T9TCS,KR44C1T9TCS6,A034730
2234,SK         SP 2309-2,4C1T9V3S,KR44C1T9V3S5,A034730
2235,SK         SP 2309-2,4C1T9V6S,KR44C1T9V6S8,A034730
2236,SK         SP 2309-2,4C1T9VCS,KR44C1T9VCS2,A034730
2237,SK         SP 2309-2,4C1T9W6S,KR44C1T9W6S7,A034730
2238,SK         SP 2309-2,4C1T9WCS,KR44C1T9WCS0,A034730
2239,SK네트웍스 SP 2309-2,4C2T9TAS,KR44C2T9TAS9,A001740
2240,SK네트웍스 SP 2309-2,4C2T9TBS,KR44C2T9TBS7,A001740
2241,SK네트웍스 SP 2309-2,4C2T9TCS,KR44C2T9TCS5,A001740
2242,SK네트웍스 SP 2309-2,4C2T9V3S,KR44C2T9V3S3,A001740
2243,SK네트웍스 SP 2309-2,4C2T9V6S,KR44C2T9V6S6,A001740
2244,SK네트웍스 SP 2309-2,4C2T9VCS,KR44C2T9VCS1,A001740
2245,SK네트웍스 SP 2309-2,4C2T9W6S,KR44C2T9W6S5,A001740
2246,SK네트웍스 SP 2309-2,4C2T9WCS,KR44C2T9WCS9,A001740
2247,금호석유   SP 2309-2,4C3T9TAS,KR44C3T9TAS8,A011780
2248,금호석유   SP 2309-2,4C3T9TBS,KR44C3T9TBS6,A011780
2249,금호석유   SP 2309-2,4C3T9TCS,KR44C3T9TCS4,A011780
2250,금호석유   SP 2309-2,4C3T9V3S,KR44C3T9V3S1,A011780
2251,금호석유   SP 2309-2,4C3T9V6S,KR44C3T9V6S4,A011780
2252,금호석유   SP 2309-2,4C3T9VCS,KR44C3T9VCS0,A011780
2253,금호석유   SP 2309-2,4C3T9W6S,KR44C3T9W6S3,A011780
2254,금호석유   SP 2309-2,4C3T9WCS,KR44C3T9WCS8,A011780
2255,삼성SDS    SP 2309-2,4C5T9TAS,KR44C5T9TAS6,A018260
2256,삼성SDS    SP 2309-2,4C5T9TBS,KR44C5T9TBS4,A018260
2257,삼성SDS    SP 2309-2,4C5T9TCS,KR44C5T9TCS2,A018260
2258,삼성SDS    SP 2309-2,4C5T9V3S,KR44C5T9V3S6,A018260
2259,삼성SDS    SP 2309-2,4C5T9V6S,KR44C5T9V6S9,A018260
2260,삼성SDS    SP 2309-2,4C5T9VCS,KR44C5T9VCS8,A018260
2261,삼성SDS    SP 2309-2,4C5T9W6S,KR44C5T9W6S8,A018260
2262,삼성SDS    SP 2309-2,4C5T9WCS,KR44C5T9WCS6,A018260
2263,아모레퍼시 SP 2309-2,4C6T9TAS,KR44C6T9TAS5,A090430
2264,아모레퍼시 SP 2309-2,4C6T9TBS,KR44C6T9TBS3,A090430
2265,아모레퍼시 SP 2309-2,4C6T9TCS,KR44C6T9TCS1,A090430
2266,아모레퍼시 SP 2309-2,4C6T9V3S,KR44C6T9V3S4,A090430
2267,아모레퍼시 SP 2309-2,4C6T9V6S,KR44C6T9V6S7,A090430
2268,아모레퍼시 SP 2309-2,4C6T9VCS,KR44C6T9VCS7,A090430
2269,아모레퍼시 SP 2309-2,4C6T9W6S,KR44C6T9W6S6,A090430
2270,아모레퍼시 SP 2309-2,4C6T9WCS,KR44C6T9WCS5,A090430
2271,제일기획   SP 2309-2,4C7T9TAS,KR44C7T9TAS4,A030000
2272,제일기획   SP 2309-2,4C7T9TBS,KR44C7T9TBS2,A030000
2273,제일기획   SP 2309-2,4C7T9TCS,KR44C7T9TCS0,A030000
2274,제일기획   SP 2309-2,4C7T9V3S,KR44C7T9V3S2,A030000
2275,제일기획   SP 2309-2,4C7T9V6S,KR44C7T9V6S5,A030000
2276,제일기획   SP 2309-2,4C7T9VCS,KR44C7T9VCS6,A030000
2277,제일기획   SP 2309-2,4C7T9W6S,KR44C7T9W6S4,A030000
2278,제일기획   SP 2309-2,4C7T9WCS,KR44C7T9WCS4,A030000
2279,삼성물산   SP 2309-2,4C8T9TAS,KR44C8T9TAS3,A028260
2280,삼성물산   SP 2309-2,4C8T9TBS,KR44C8T9TBS1,A028260
2281,삼성물산   SP 2309-2,4C8T9TCS,KR44C8T9TCS9,A028260
2282,삼성물산   SP 2309-2,4C8T9V3S,KR44C8T9V3S0,A028260
2283,삼성물산   SP 2309-2,4C8T9V6S,KR44C8T9V6S3,A028260
2284,삼성물산   SP 2309-2,4C8T9VCS,KR44C8T9VCS5,A028260
2285,삼성물산   SP 2309-2,4C8T9W6S,KR44C8T9W6S2,A028260
2286,삼성물산   SP 2309-2,4C8T9WCS,KR44C8T9WCS3,A028260
2287,한화       SP 2309-2,4C9T9TAS,KR44C9T9TAS2,A000880
2288,한화       SP 2309-2,4C9T9TBS,KR44C9T9TBS0,A000880
2289,한화       SP 2309-2,4C9T9TCS,KR44C9T9TCS8,A000880
2290,한화       SP 2309-2,4C9T9V3S,KR44C9T9V3S8,A000880
2291,한화       SP 2309-2,4C9T9V6S,KR44C9T9V6S1,A000880
2292,한화       SP 2309-2,4C9T9VCS,KR44C9T9VCS4,A000880
2293,한화       SP 2309-2,4C9T9W6S,KR44C9T9W6S0,A000880
2294,한화       SP 2309-2,4C9T9WCS,KR44C9T9WCS2,A000880
2295,한화생명   SP 2309-2,4CAT9TAS,KR44CAT9TAS4,A088350
2296,한화생명   SP 2309-2,4CAT9TBS,KR44CAT9TBS2,A088350
2297,한화생명   SP 2309-2,4CAT9TCS,KR44CAT9TCS0,A088350
2298,한화생명   SP 2309-2,4CAT9V3S,KR44CAT9V3S1,A088350
2299,한화생명   SP 2309-2,4CAT9V6S,KR44CAT9V6S4,A088350
2300,한화생명   SP 2309-2,4CAT9VCS,KR44CAT9VCS6,A088350
2301,한화생명   SP 2309-2,4CAT9W6S,KR44CAT9W6S3,A088350
2302,한화생명   SP 2309-2,4CAT9WCS,KR44CAT9WCS4,A088350
2303,한화솔루션 SP 2309-2,4CBT9TAS,KR44CBT9TAS3,A009830
2304,한화솔루션 SP 2309-2,4CBT9TBS,KR44CBT9TBS1,A009830
2305,한화솔루션 SP 2309-2,4CBT9TCS,KR44CBT9TCS9,A009830
2306,한화솔루션 SP 2309-2,4CBT9V3S,KR44CBT9V3S9,A009830
2307,한화솔루션 SP 2309-2,4CBT9V6S,KR44CBT9V6S2,A009830
2308,한화솔루션 SP 2309-2,4CBT9VCS,KR44CBT9VCS5,A009830
2309,한화솔루션 SP 2309-2,4CBT9W6S,KR44CBT9W6S1,A009830
2310,한화솔루션 SP 2309-2,4CBT9WCS,KR44CBT9WCS3,A009830
2311,현대글로비 SP 2309-2,4CCT9TAS,KR44CCT9TAS2,A086280
2312,현대글로비 SP 2309-2,4CCT9TBS,KR44CCT9TBS0,A086280
2313,현대글로비 SP 2309-2,4CCT9TCS,KR44CCT9TCS8,A086280
2314,현대글로비 SP 2309-2,4CCT9V3S,KR44CCT9V3S7,A086280
2315,현대글로비 SP 2309-2,4CCT9V6S,KR44CCT9V6S0,A086280
2316,현대글로비 SP 2309-2,4CCT9VCS,KR44CCT9VCS4,A086280
2317,현대글로비 SP 2309-2,4CCT9W6S,KR44CCT9W6S9,A086280
2318,현대글로비 SP 2309-2,4CCT9WCS,KR44CCT9WCS2,A086280
2319,현대미포조 SP 2309-2,4CDT9TAS,KR44CDT9TAS1,A010620
2320,현대미포조 SP 2309-2,4CDT9TBS,KR44CDT9TBS9,A010620
2321,현대미포조 SP 2309-2,4CDT9TCS,KR44CDT9TCS7,A010620
2322,현대미포조 SP 2309-2,4CDT9V3S,KR44CDT9V3S5,A010620
2323,현대미포조 SP 2309-2,4CDT9V6S,KR44CDT9V6S8,A010620
2324,현대미포조 SP 2309-2,4CDT9VCS,KR44CDT9VCS3,A010620
2325,현대미포조 SP 2309-2,4CDT9W6S,KR44CDT9W6S7,A010620
2326,현대미포조 SP 2309-2,4CDT9WCS,KR44CDT9WCS1,A010620
2327,현대해상   SP 2309-2,4CET9TAS,KR44CET9TAS0,A001450
2328,현대해상   SP 2309-2,4CET9TBS,KR44CET9TBS8,A001450
2329,현대해상   SP 2309-2,4CET9TCS,KR44CET9TCS6,A001450
2330,현대해상   SP 2309-2,4CET9V3S,KR44CET9V3S3,A001450
2331,현대해상   SP 2309-2,4CET9V6S,KR44CET9V6S6,A001450
2332,현대해상   SP 2309-2,4CET9VCS,KR44CET9VCS2,A001450
2333,현대해상   SP 2309-2,4CET9W6S,KR44CET9W6S5,A001450
2334,현대해상   SP 2309-2,4CET9WCS,KR44CET9WCS0,A001450
2335,카카오     SP 2309-2,4CFT9TAS,KR44CFT9TAS9,A035720
2336,카카오     SP 2309-2,4CFT9TBS,KR44CFT9TBS7,A035720
2337,카카오     SP 2309-2,4CFT9TCS,KR44CFT9TCS5,A035720
2338,카카오     SP 2309-2,4CFT9V3S,KR44CFT9V3S0,A035720
2339,카카오     SP 2309-2,4CFT9V6S,KR44CFT9V6S3,A035720
2340,카카오     SP 2309-2,4CFT9VCS,KR44CFT9VCS1,A035720
2341,카카오     SP 2309-2,4CFT9W6S,KR44CFT9W6S2,A035720
2342,카카오     SP 2309-2,4CFT9WCS,KR44CFT9WCS9,A035720
2343,파라다이스 SP 2309-2,4CGT9TAS,KR44CGT9TAS8,A034230
2344,파라다이스 SP 2309-2,4CGT9TBS,KR44CGT9TBS6,A034230
2345,파라다이스 SP 2309-2,4CGT9TCS,KR44CGT9TCS4,A034230
2346,파라다이스 SP 2309-2,4CGT9V3S,KR44CGT9V3S8,A034230
2347,파라다이스 SP 2309-2,4CGT9V6S,KR44CGT9V6S1,A034230
2348,파라다이스 SP 2309-2,4CGT9VCS,KR44CGT9VCS0,A034230
2349,파라다이스 SP 2309-2,4CGT9W6S,KR44CGT9W6S0,A034230
2350,파라다이스 SP 2309-2,4CGT9WCS,KR44CGT9WCS8,A034230
2351,서울반도체 SP 2309-2,4CJT9TAS,KR44CJT9TAS5,A046890
2352,서울반도체 SP 2309-2,4CJT9TBS,KR44CJT9TBS3,A046890
2353,서울반도체 SP 2309-2,4CJT9TCS,KR44CJT9TCS1,A046890
2354,서울반도체 SP 2309-2,4CJT9V3S,KR44CJT9V3S2,A046890
2355,서울반도체 SP 2309-2,4CJT9V6S,KR44CJT9V6S5,A046890
2356,서울반도체 SP 2309-2,4CJT9VCS,KR44CJT9VCS7,A046890
2357,서울반도체 SP 2309-2,4CJT9W6S,KR44CJT9W6S4,A046890
2358,서울반도체 SP 2309-2,4CJT9WCS,KR44CJT9WCS5,A046890
2359,웹젠       SP 2309-2,4CKT9TAS,KR44CKT9TAS2,A069080
2360,웹젠       SP 2309-2,4CKT9TBS,KR44CKT9TBS0,A069080
2361,웹젠       SP 2309-2,4CKT9TCS,KR44CKT9TCS8,A069080
2362,웹젠       SP 2309-2,4CKT9V3S,KR44CKT9V3S0,A069080
2363,웹젠       SP 2309-2,4CKT9V6S,KR44CKT9V6S3,A069080
2364,웹젠       SP 2309-2,4CKT9VCS,KR44CKT9VCS4,A069080
2365,웹젠       SP 2309-2,4CKT9W6S,KR44CKT9W6S2,A069080
2366,웹젠       SP 2309-2,4CKT9WCS,KR44CKT9WCS2,A069080
2367,씨젠       SP 2309-2,4CLT9TAS,KR44CLT9TAS1,A096530
2368,씨젠       SP 2309-2,4CLT9TBS,KR44CLT9TBS9,A096530
2369,씨젠       SP 2309-2,4CLT9TCS,KR44CLT9TCS7,A096530
2370,씨젠       SP 2309-2,4CLT9V3S,KR44CLT9V3S8,A096530
2371,씨젠       SP 2309-2,4CLT9V6S,KR44CLT9V6S1,A096530
2372,씨젠       SP 2309-2,4CLT9VCS,KR44CLT9VCS3,A096530
2373,씨젠       SP 2309-2,4CLT9W6S,KR44CLT9W6S0,A096530
2374,씨젠       SP 2309-2,4CLT9WCS,KR44CLT9WCS1,A096530
2375,포스코DX   SP 2309-2,4CNT9TAS,KR44CNT9TAS9,A022100
2376,포스코DX   SP 2309-2,4CNT9TBS,KR44CNT9TBS7,A022100
2377,포스코DX   SP 2309-2,4CNT9TCS,KR44CNT9TCS5,A022100
2378,포스코DX   SP 2309-2,4CNT9V3S,KR44CNT9V3S4,A022100
2379,포스코DX   SP 2309-2,4CNT9V6S,KR44CNT9V6S7,A022100
2380,포스코DX   SP 2309-2,4CNT9VCS,KR44CNT9VCS1,A022100
2381,포스코DX   SP 2309-2,4CNT9W6S,KR44CNT9W6S6,A022100
2382,포스코DX   SP 2309-2,4CNT9WCS,KR44CNT9WCS9,A022100
2383,셀트리온   SP 2309-2,4CPT9TAS,KR44CPT9TAS7,A068270
2384,셀트리온   SP 2309-2,4CPT9TBS,KR44CPT9TBS5,A068270
2385,셀트리온   SP 2309-2,4CPT9TCS,KR44CPT9TCS3,A068270
2386,셀트리온   SP 2309-2,4CPT9V3S,KR44CPT9V3S9,A068270
2387,셀트리온   SP 2309-2,4CPT9V6S,KR44CPT9V6S2,A068270
2388,셀트리온   SP 2309-2,4CPT9VCS,KR44CPT9VCS9,A068270
2389,셀트리온   SP 2309-2,4CPT9W6S,KR44CPT9W6S1,A068270
2390,셀트리온   SP 2309-2,4CPT9WCS,KR44CPT9WCS7,A068270
2391,와이지엔터 SP 2309-2,4CQT9TAS,KR44CQT9TAS6,A122870
2392,와이지엔터 SP 2309-2,4CQT9TBS,KR44CQT9TBS4,A122870
2393,와이지엔터 SP 2309-2,4CQT9TCS,KR44CQT9TCS2,A122870
2394,와이지엔터 SP 2309-2,4CQT9V3S,KR44CQT9V3S7,A122870
2395,와이지엔터 SP 2309-2,4CQT9V6S,KR44CQT9V6S0,A122870
2396,와이지엔터 SP 2309-2,4CQT9VCS,KR44CQT9VCS8,A122870
2397,와이지엔터 SP 2309-2,4CQT9W6S,KR44CQT9W6S9,A122870
2398,와이지엔터 SP 2309-2,4CQT9WCS,KR44CQT9WCS6,A122870
2399,LG생활건강 SP 2309-2,4CRT9TAS,KR44CRT9TAS5,A051900
2400,LG생활건강 SP 2309-2,4CRT9TBS,KR44CRT9TBS3,A051900
2401,LG생활건강 SP 2309-2,4CRT9TCS,KR44CRT9TCS1,A051900
2402,LG생활건강 SP 2309-2,4CRT9V3S,KR44CRT9V3S5,A051900
2403,LG생활건강 SP 2309-2,4CRT9V6S,KR44CRT9V6S8,A051900
2404,LG생활건강 SP 2309-2,4CRT9VCS,KR44CRT9VCS7,A051900
2405,LG생활건강 SP 2309-2,4CRT9W6S,KR44CRT9W6S7,A051900
2406,LG생활건강 SP 2309-2,4CRT9WCS,KR44CRT9WCS5,A051900
2407,아모레G    SP 2309-2,4CST9TAS,KR44CST9TAS4,A002790
2408,아모레G    SP 2309-2,4CST9TBS,KR44CST9TBS2,A002790
2409,아모레G    SP 2309-2,4CST9TCS,KR44CST9TCS0,A002790
2410,아모레G    SP 2309-2,4CST9V3S,KR44CST9V3S3,A002790
2411,아모레G    SP 2309-2,4CST9V6S,KR44CST9V6S6,A002790
2412,아모레G    SP 2309-2,4CST9VCS,KR44CST9VCS6,A002790
2413,아모레G    SP 2309-2,4CST9W6S,KR44CST9W6S5,A002790
2414,아모레G    SP 2309-2,4CST9WCS,KR44CST9WCS4,A002790
2415,삼성화재   SP 2309-2,4CTT9TAS,KR44CTT9TAS3,A000810
2416,삼성화재   SP 2309-2,4CTT9TBS,KR44CTT9TBS1,A000810
2417,삼성화재   SP 2309-2,4CTT9TCS,KR44CTT9TCS9,A000810
2418,삼성화재   SP 2309-2,4CTT9V3S,KR44CTT9V3S1,A000810
2419,삼성화재   SP 2309-2,4CTT9V6S,KR44CTT9V6S4,A000810
2420,삼성화재   SP 2309-2,4CTT9VCS,KR44CTT9VCS5,A000810
2421,삼성화재   SP 2309-2,4CTT9W6S,KR44CTT9W6S3,A000810
2422,삼성화재   SP 2309-2,4CTT9WCS,KR44CTT9WCS3,A000810
2423,한미사이언 SP 2309-2,4CVT9TAS,KR44CVT9TAS9,A008930
2424,한미사이언 SP 2309-2,4CVT9TBS,KR44CVT9TBS7,A008930
2425,한미사이언 SP 2309-2,4CVT9TCS,KR44CVT9TCS5,A008930
2426,한미사이언 SP 2309-2,4CVT9V3S,KR44CVT9V3S7,A008930
2427,한미사이언 SP 2309-2,4CVT9V6S,KR44CVT9V6S0,A008930
2428,한미사이언 SP 2309-2,4CVT9VCS,KR44CVT9VCS1,A008930
2429,한미사이언 SP 2309-2,4CVT9W6S,KR44CVT9W6S9,A008930
2430,한미사이언 SP 2309-2,4CVT9WCS,KR44CVT9WCS9,A008930
2431,코웨이     SP 2309-2,4CWT9TAS,KR44CWT9TAS8,A021240
2432,코웨이     SP 2309-2,4CWT9TBS,KR44CWT9TBS6,A021240
2433,코웨이     SP 2309-2,4CWT9TCS,KR44CWT9TCS4,A021240
2434,코웨이     SP 2309-2,4CWT9V3S,KR44CWT9V3S5,A021240
2435,코웨이     SP 2309-2,4CWT9V6S,KR44CWT9V6S8,A021240
2436,코웨이     SP 2309-2,4CWT9VCS,KR44CWT9VCS0,A021240
2437,코웨이     SP 2309-2,4CWT9W6S,KR44CWT9W6S7,A021240
2438,코웨이     SP 2309-2,4CWT9WCS,KR44CWT9WCS8,A021240
2439,한미약품   SP 2309-2,4CXT9TAS,KR44CXT9TAS7,A128940
2440,한미약품   SP 2309-2,4CXT9TBS,KR44CXT9TBS5,A128940
2441,한미약품   SP 2309-2,4CXT9TCS,KR44CXT9TCS3,A128940
2442,한미약품   SP 2309-2,4CXT9V3S,KR44CXT9V3S3,A128940
2443,한미약품   SP 2309-2,4CXT9V6S,KR44CXT9V6S6,A128940
2444,한미약품   SP 2309-2,4CXT9VCS,KR44CXT9VCS9,A128940
2445,한미약품   SP 2309-2,4CXT9W6S,KR44CXT9W6S5,A128940
2446,한미약품   SP 2309-2,4CXT9WCS,KR44CXT9WCS7,A128940
2447,한온시스템 SP 2309-2,4CYT9TAS,KR44CYT9TAS6,A018880
2448,한온시스템 SP 2309-2,4CYT9TBS,KR44CYT9TBS4,A018880
2449,한온시스템 SP 2309-2,4CYT9TCS,KR44CYT9TCS2,A018880
2450,한온시스템 SP 2309-2,4CYT9V3S,KR44CYT9V3S1,A018880
2451,한온시스템 SP 2309-2,4CYT9V6S,KR44CYT9V6S4,A018880
2452,한온시스템 SP 2309-2,4CYT9VCS,KR44CYT9VCS8,A018880
2453,한온시스템 SP 2309-2,4CYT9W6S,KR44CYT9W6S3,A018880
2454,한온시스템 SP 2309-2,4CYT9WCS,KR44CYT9WCS6,A018880
2455,DB손해보험 SP 2309-2,4D0T9TAS,KR44D0T9TAS9,A005830
2456,DB손해보험 SP 2309-2,4D0T9TBS,KR44D0T9TBS7,A005830
2457,DB손해보험 SP 2309-2,4D0T9TCS,KR44D0T9TCS5,A005830
2458,DB손해보험 SP 2309-2,4D0T9V3S,KR44D0T9V3S6,A005830
2459,DB손해보험 SP 2309-2,4D0T9V6S,KR44D0T9V6S9,A005830
2460,DB손해보험 SP 2309-2,4D0T9VCS,KR44D0T9VCS1,A005830
2461,DB손해보험 SP 2309-2,4D0T9W6S,KR44D0T9W6S8,A005830
2462,DB손해보험 SP 2309-2,4D0T9WCS,KR44D0T9WCS9,A005830
